lead_number,do_not_email,do_not_call,converted,total_visits,total_time_spent_on_website,page_views_per_visit,search,magazine,newspaper_article,update_me_on_upcoming_bike_rallies,newspaper,digital_advertisement,through_recommendations,receive_more_updates_about_our_accessories,update_me_on_discounts,get_updates_on_dm_content,asymmetrique_activity_score,asymmetrique_profile_score,i_agree_to_pay_the_amount_through_cheque
657452,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
657436,No,No,0,4.0,436,4.0,No,No,No,No,No,No,No,No,No,No,12.0,13.0,No
657426,No,No,0,5.0,1008,5.0,No,No,No,No,No,No,No,No,No,No,15.0,14.0,No
657423,No,No,0,17.0,71,3.4,No,No,No,No,No,No,No,No,No,No,13.0,16.0,No
657421,No,No,0,8.0,43,8.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
657390,No,No,0,4.0,294,4.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
657388,No,No,0,2.0,1528,1.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
657386,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
657385,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
657381,No,No,0,1.0,213,1.0,No,No,No,No,No,No,No,No,No,No,14.0,13.0,No
657379,No,No,1,4.0,31,1.33,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
657356,No,No,0,3.0,389,3.0,No,No,No,No,No,No,No,No,No,No,12.0,15.0,No
657327,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
657318,No,No,0,4.0,97,4.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
657316,No,No,0,13.0,194,13.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
657313,No,No,1,2.0,526,2.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
657311,No,No,0,10.0,11,10.0,No,No,No,No,No,No,No,No,No,No,8.0,15.0,No
657302,No,No,0,5.0,297,2.5,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
657295,No,No,0,4.0,174,4.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
657267,No,No,0,4.0,12,4.0,No,No,No,No,No,No,No,No,No,No,14.0,16.0,No
657261,No,No,1,5.0,254,1.25,No,No,No,No,No,No,No,No,No,No,12.0,18.0,No
657247,No,No,1,,803,,No,No,No,No,No,No,No,No,No,No,14.0,20.0,No
657226,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
657225,No,No,1,4.0,595,4.0,No,No,No,No,No,No,No,No,No,No,15.0,17.0,No
657224,No,No,0,7.0,250,2.33,No,No,No,No,No,No,No,No,No,No,14.0,13.0,No
657220,No,No,0,11.0,1189,11.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
657186,No,No,0,5.0,73,5.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
657183,No,No,0,3.0,491,3.0,No,No,No,No,No,No,No,No,No,No,14.0,20.0,No
657174,Yes,No,1,7.0,1281,1.75,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
657148,No,No,1,3.0,117,3.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
657142,No,No,0,5.0,1493,1.67,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
657139,No,No,1,5.0,263,2.5,No,No,No,No,No,No,No,No,No,No,16.0,18.0,No
657138,No,No,0,7.0,207,3.5,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
657123,No,No,0,4.0,67,4.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
657117,No,No,0,6.0,866,3.0,No,No,No,No,No,No,No,No,No,No,14.0,13.0,No
657101,No,No,0,6.0,419,6.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
657092,No,No,0,11.0,188,5.5,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
657077,No,No,0,2.0,362,2.0,No,No,No,No,No,No,No,No,No,No,12.0,15.0,No
657073,No,No,0,3.0,199,3.0,No,No,No,No,No,No,No,No,No,No,9.0,18.0,No
657045,No,No,1,10.0,556,5.0,No,No,No,No,No,No,No,No,No,No,16.0,16.0,No
657038,No,No,1,5.0,1536,5.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
657033,No,No,1,4.0,1088,4.0,No,No,No,No,No,No,No,No,No,No,16.0,18.0,No
657032,No,No,1,6.0,863,6.0,No,No,No,No,No,No,No,No,No,No,16.0,17.0,No
657031,Yes,No,0,4.0,1410,4.0,No,No,No,No,No,No,No,No,No,No,13.0,17.0,No
657014,Yes,No,0,8.0,76,8.0,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
657010,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
657002,No,No,0,6.0,209,3.0,No,No,No,No,No,No,No,No,No,No,15.0,14.0,No
656976,No,No,0,5.0,58,5.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
656962,No,No,0,6.0,90,2.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
656948,No,No,1,7.0,950,2.33,No,No,No,No,No,No,No,No,No,No,15.0,16.0,No
656945,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,13.0,No
656939,No,No,0,8.0,149,2.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
656938,No,No,0,4.0,3,4.0,No,No,No,No,No,No,No,No,No,No,15.0,16.0,No
656911,No,No,1,7.0,901,7.0,No,No,No,No,No,No,No,No,No,No,16.0,20.0,No
656900,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
656896,No,No,0,6.0,110,3.0,No,No,No,No,No,No,No,No,No,No,14.0,13.0,No
656887,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
656880,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,20.0,No
656875,No,No,0,3.0,445,3.0,No,No,No,No,No,No,No,No,No,No,12.0,15.0,No
656859,No,No,0,7.0,1939,2.33,No,No,No,No,No,No,No,No,No,No,13.0,17.0,No
656852,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,12.0,15.0,No
656833,No,No,0,3.0,199,1.5,No,No,No,No,No,No,No,No,No,No,10.0,17.0,No
656795,No,No,0,1.0,633,1.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
656789,No,No,0,4.0,457,2.0,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
656778,No,No,0,4.0,86,4.0,No,No,No,No,No,No,No,No,No,No,14.0,13.0,No
656776,No,No,0,7.0,57,2.33,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
656754,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
656743,No,No,1,21.0,1113,2.63,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
656729,No,No,0,4.0,237,4.0,No,No,No,No,No,No,No,No,No,No,12.0,13.0,No
656723,No,No,0,2.0,43,2.0,No,No,No,No,No,No,No,No,No,No,12.0,20.0,No
656715,No,No,1,,43,,No,No,No,No,No,No,No,No,No,No,14.0,19.0,No
656698,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
656685,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
656682,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
656681,No,No,0,2.0,1366,2.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
656668,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,20.0,No
656665,No,No,0,3.0,124,3.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
656660,No,No,0,2.0,135,2.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
656644,No,No,1,5.0,1216,2.5,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
656621,No,No,0,3.0,35,3.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
656594,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,16.0,No
656589,No,No,0,4.0,157,4.0,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
656586,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,14.0,No
656580,No,No,0,3.0,170,1.5,No,No,No,No,No,No,No,No,No,No,12.0,13.0,No
656576,No,No,0,4.0,71,4.0,No,No,No,No,No,No,No,No,No,No,11.0,15.0,No
656571,No,No,0,5.0,811,5.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
656563,No,No,1,,972,,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
656560,No,No,0,10.0,278,5.0,No,No,No,No,No,No,No,No,No,No,14.0,13.0,No
656559,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
656527,No,No,0,5.0,809,5.0,No,No,No,No,No,No,No,No,No,No,14.0,13.0,No
656526,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
656516,No,No,1,,781,,No,No,No,No,No,No,No,No,No,No,14.0,20.0,No
656511,No,No,1,4.0,1226,4.0,No,No,No,No,No,No,No,No,No,No,13.0,20.0,No
656504,No,No,0,5.0,1469,2.5,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
656493,No,No,0,5.0,253,1.67,No,No,No,No,No,No,No,No,No,No,14.0,13.0,No
656492,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
656483,No,No,1,4.0,1378,4.0,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
656481,No,No,0,10.0,66,10.0,No,No,No,No,No,No,No,No,No,No,14.0,13.0,No
656478,No,No,0,4.0,372,4.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
656469,No,No,1,3.0,1636,1.5,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
656463,No,No,0,2.0,376,2.0,No,No,No,No,No,No,No,No,No,No,12.0,15.0,No
656457,No,No,1,1.0,214,1.0,No,No,No,No,No,No,No,No,No,No,15.0,16.0,No
656448,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
656413,Yes,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
656412,No,No,0,8.0,93,8.0,No,No,No,No,No,No,No,No,No,No,14.0,13.0,No
656402,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
656400,No,No,0,3.0,365,3.0,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
656399,No,No,1,6.0,274,2.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
656385,No,No,0,4.0,179,4.0,No,No,No,No,No,No,No,No,No,No,14.0,13.0,No
656382,No,No,0,15.0,753,15.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
656381,No,No,0,3.0,1346,3.0,No,No,No,No,No,No,No,No,No,No,13.0,17.0,No
656378,No,No,0,7.0,277,3.5,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
656362,No,No,0,2.0,90,2.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
656359,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,12.0,15.0,No
656356,No,No,1,9.0,1289,2.25,No,No,No,No,No,No,No,No,No,No,15.0,17.0,No
656354,No,No,0,8.0,246,2.67,No,No,No,No,No,No,No,No,No,No,14.0,13.0,No
656345,No,No,0,11.0,116,3.67,No,No,No,No,No,No,No,No,No,No,13.0,17.0,No
656340,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
656331,No,No,1,5.0,472,5.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
656327,No,No,0,2.0,395,1.0,No,No,No,No,No,No,No,No,No,No,10.0,15.0,No
656276,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
656271,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
656265,Yes,No,1,4.0,1354,4.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
656259,No,No,1,5.0,1102,5.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
656233,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
656231,No,No,0,2.0,1268,2.0,No,No,No,No,No,No,No,No,No,No,12.0,15.0,No
656213,No,No,1,5.0,1354,2.5,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
656184,No,No,1,3.0,1561,1.5,No,No,No,No,No,No,No,No,No,No,13.0,13.0,No
656176,No,No,1,10.0,1128,1.43,No,No,No,No,No,No,No,No,No,No,15.0,20.0,No
656126,No,No,1,4.0,1341,2.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
656120,No,No,0,2.0,250,2.0,No,No,No,No,No,No,No,No,No,No,12.0,17.0,No
656096,No,No,0,2.0,250,2.0,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
656078,No,No,0,2.0,248,2.0,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
656072,Yes,No,0,2.0,402,2.0,No,No,No,No,No,No,No,No,No,No,12.0,15.0,No
656049,No,No,0,1.0,235,1.0,No,No,No,No,No,No,No,No,No,No,14.0,13.0,No
656036,No,No,0,6.0,125,3.0,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
656031,No,No,0,2.0,236,2.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
656030,No,No,0,9.0,110,9.0,No,No,No,No,No,No,No,No,No,No,14.0,13.0,No
656015,Yes,No,0,7.0,265,3.5,No,No,No,No,No,No,No,No,No,No,12.0,15.0,No
655953,No,No,0,7.0,109,7.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
655949,No,No,0,3.0,98,3.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
655940,No,No,0,7.0,315,3.5,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
655936,No,No,0,2.0,339,2.0,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
655916,No,No,0,3.0,211,3.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
655899,No,No,1,2.0,703,2.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
655889,No,No,0,13.0,408,6.5,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
655886,No,No,0,11.0,366,3.67,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
655798,Yes,No,0,5.0,106,5.0,No,No,No,No,No,No,No,No,No,No,13.0,16.0,No
655793,No,No,1,2.0,1099,2.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
655782,No,No,0,11.0,306,11.0,No,No,No,No,No,No,No,No,No,No,16.0,12.0,No
655777,No,No,0,9.0,290,3.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
655772,No,No,0,11.0,220,11.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
655766,No,No,1,8.0,235,8.0,No,No,No,No,No,No,No,No,No,No,15.0,20.0,No
655736,No,No,0,6.0,25,3.0,No,No,No,No,No,No,No,No,No,No,13.0,16.0,No
655723,No,No,0,7.0,463,3.5,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
655719,No,No,0,2.0,398,2.0,No,No,No,No,No,No,No,No,No,No,14.0,16.0,No
655694,No,No,0,3.0,623,3.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
655685,No,No,0,4.0,281,4.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
655682,No,No,0,3.0,46,3.0,No,No,No,No,No,No,No,No,No,No,16.0,18.0,No
655666,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,16.0,No
655665,No,No,1,9.0,1468,9.0,No,No,No,No,No,No,No,No,No,No,16.0,20.0,No
655661,Yes,No,0,5.0,615,2.5,No,No,No,No,No,No,No,No,No,No,15.0,13.0,No
655658,No,No,0,6.0,424,3.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
655639,No,No,0,4.0,3,4.0,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
655628,No,No,0,3.0,64,3.0,No,No,No,No,No,No,No,No,No,No,14.0,13.0,No
655578,No,No,1,2.0,107,2.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
655569,No,No,0,3.0,150,1.5,No,No,No,No,No,No,No,No,No,No,14.0,13.0,No
655557,No,No,0,5.0,663,5.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
655552,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,19.0,No
655541,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
655522,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,19.0,No
655520,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
655510,No,No,0,3.0,185,3.0,No,No,No,No,No,No,No,No,No,No,14.0,14.0,No
655497,No,No,0,8.0,321,4.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
655496,No,No,1,4.0,1357,4.0,No,No,No,No,No,No,No,No,No,No,15.0,14.0,No
655492,No,No,0,4.0,1447,4.0,No,No,No,No,No,No,No,No,No,No,14.0,16.0,No
655457,No,No,1,1.0,990,1.0,No,No,No,No,No,No,No,No,No,No,14.0,20.0,No
655450,No,No,0,2.0,44,2.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
655437,No,No,0,2.0,56,2.0,No,No,No,No,No,No,No,No,No,No,14.0,13.0,No
655429,No,No,0,3.0,1412,3.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
655427,No,No,0,2.0,374,1.0,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
655423,No,No,1,4.0,746,4.0,No,No,No,No,No,No,No,No,No,No,15.0,19.0,No
655406,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
655405,No,No,0,2.0,175,2.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
655404,No,No,0,4.0,365,2.0,No,No,No,No,No,No,No,No,No,No,13.0,17.0,No
655403,No,No,0,2.0,102,2.0,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
655382,No,No,0,4.0,248,2.0,No,No,No,No,No,No,No,No,No,No,14.0,13.0,No
655379,No,No,0,6.0,351,6.0,No,No,No,No,No,No,No,No,No,No,13.0,14.0,No
655375,No,No,1,3.0,267,3.0,No,No,No,No,No,No,No,No,No,No,15.0,17.0,No
655371,No,No,0,7.0,238,1.75,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
655366,No,No,0,2.0,170,1.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
655360,No,No,0,22.0,59,5.5,No,No,No,No,No,No,No,No,No,No,16.0,18.0,No
655352,No,No,1,,205,,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
655351,No,No,0,7.0,150,7.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
655349,No,No,1,5.0,1250,5.0,No,No,No,No,No,No,No,No,No,No,15.0,13.0,No
655342,No,No,0,5.0,255,2.5,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
655338,No,No,0,1.0,153,1.0,No,No,No,No,No,No,No,No,No,No,14.0,13.0,No
655337,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,19.0,No
655334,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
655323,No,No,0,3.0,217,3.0,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
655315,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
655287,No,No,0,2.0,2,2.0,No,No,No,No,No,No,No,No,No,No,12.0,15.0,No
655281,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
655277,No,No,0,3.0,345,1.5,No,No,No,No,No,No,No,No,No,No,12.0,13.0,No
655270,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,19.0,No
655260,Yes,No,0,2.0,183,2.0,No,No,No,No,No,No,No,No,No,No,16.0,16.0,No
655256,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,12.0,15.0,No
655241,No,No,0,9.0,181,3.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
655240,No,No,0,3.0,677,1.5,No,No,No,No,No,No,No,No,No,No,15.0,14.0,No
655227,No,No,0,2.0,134,2.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
655224,No,No,0,4.0,432,4.0,No,No,No,No,No,No,No,No,No,No,14.0,16.0,No
655211,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,14.0,No
655206,No,No,0,4.0,396,2.0,No,No,No,No,No,No,No,No,No,No,13.0,13.0,No
655192,No,No,0,4.0,163,4.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
655191,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
655175,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,20.0,No
655165,No,No,1,5.0,1491,2.5,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
655162,No,No,0,2.0,13,2.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
655160,No,No,0,5.0,133,5.0,No,No,No,No,No,No,No,No,No,No,15.0,13.0,No
655159,No,No,0,4.0,825,4.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
655156,No,No,0,4.0,217,4.0,No,No,No,No,No,No,No,No,No,No,13.0,16.0,No
655154,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,14.0,No
655140,No,No,0,3.0,110,3.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
655134,No,No,0,2.0,100,2.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
655133,No,No,1,4.0,1385,4.0,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
655128,No,No,0,5.0,442,5.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
655125,No,No,0,4.0,1640,4.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
655122,No,No,1,3.0,578,3.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
655119,No,No,0,3.0,23,3.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
655111,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
655103,No,No,0,3.0,235,3.0,No,No,No,No,No,No,No,No,No,No,14.0,13.0,No
655091,No,No,0,3.0,241,3.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
655079,No,No,0,2.0,75,1.0,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
655078,No,No,0,4.0,439,4.0,No,No,No,No,No,No,No,No,No,No,14.0,13.0,No
655077,No,No,0,2.0,1491,1.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
655075,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,16.0,No
655071,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
655068,No,No,0,3.0,262,3.0,No,No,No,No,No,No,No,No,No,No,14.0,13.0,No
655065,No,No,0,5.0,486,5.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
655061,No,No,1,4.0,913,1.33,No,No,No,No,No,No,No,No,No,No,14.0,16.0,No
655036,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
655025,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
655024,No,No,0,4.0,92,2.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
655021,No,No,0,7.0,333,7.0,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
655011,No,No,0,11.0,101,5.5,No,No,No,No,No,No,No,No,No,No,15.0,13.0,No
655005,No,No,0,2.0,1429,2.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
654971,No,No,0,11.0,127,3.67,No,No,No,No,No,No,No,No,No,No,13.0,16.0,No
654968,No,No,0,5.0,362,5.0,No,No,No,No,No,No,No,No,No,No,12.0,18.0,No
654955,No,No,0,3.0,1132,3.0,No,No,No,No,No,No,No,No,No,No,13.0,17.0,No
654947,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,17.0,15.0,No
654934,No,No,0,2.0,125,2.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
654918,No,No,1,2.0,1012,2.0,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
654914,No,No,0,5.0,357,5.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
654909,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
654908,No,No,0,3.0,232,3.0,No,No,No,No,No,No,No,No,No,No,12.0,15.0,No
654894,No,No,1,3.0,829,3.0,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
654886,No,No,0,8.0,717,2.67,No,No,No,No,No,No,No,No,No,No,10.0,15.0,No
654869,No,No,1,3.0,1208,3.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
654842,No,No,0,3.0,1577,1.5,No,No,No,No,No,No,No,No,No,No,13.0,17.0,No
654831,No,No,0,7.0,185,7.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
654822,No,No,0,2.0,127,1.0,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
654809,No,No,0,6.0,283,6.0,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
654786,No,No,0,6.0,361,3.0,No,No,No,No,No,No,No,No,No,No,14.0,13.0,No
654724,No,No,0,2.0,394,2.0,No,No,No,No,No,No,No,No,No,No,11.0,15.0,No
654712,Yes,No,0,4.0,347,4.0,No,No,No,No,No,No,No,No,No,No,12.0,13.0,No
654703,No,No,0,7.0,133,3.5,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
654659,No,No,0,2.0,151,2.0,No,No,No,No,No,No,No,No,No,No,13.0,14.0,No
654613,No,No,0,3.0,308,1.5,No,No,No,No,No,No,No,No,No,No,10.0,19.0,No
654594,No,No,1,7.0,1172,3.5,No,No,No,No,No,No,No,No,No,No,13.0,18.0,No
654579,No,No,0,2.0,178,2.0,No,No,No,No,No,No,No,No,No,No,13.0,13.0,No
654576,No,No,1,3.0,1712,3.0,No,No,No,No,No,No,No,No,No,No,14.0,17.0,No
654574,No,No,0,7.0,585,7.0,No,No,No,No,No,No,No,No,No,No,13.0,16.0,No
654572,No,No,0,1.0,41,1.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
654567,No,No,1,5.0,1342,5.0,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
654528,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
654525,No,No,1,9.0,1125,9.0,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
654519,No,No,1,13.0,373,6.5,No,No,No,No,No,No,No,No,No,No,17.0,13.0,No
654499,No,No,0,3.0,316,3.0,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
654492,No,No,1,6.0,1779,6.0,No,No,No,No,No,No,No,No,No,No,15.0,16.0,No
654491,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
654482,No,No,0,1.0,1295,1.0,No,No,No,No,No,No,No,No,No,No,16.0,15.0,No
